"Candidato","Partido","Ordem","Círculo","Efectivo/Suplente"
"Pedro Manuel da Silva Pinto","BE- Bloco de Esquerda",8,"Viseu","Efectivo"
"Célia Cláudia Lourenço Rodrigues","BE- Bloco de Esquerda",9,"Viseu","Suplente"
"Tiago André dos Reis Silva","BE- Bloco de Esquerda",10,"Viseu","Suplente"
"Ana Cristina de Amaral Teixeira","BE- Bloco de Esquerda",11,"Viseu","Suplente"
"Tiago Resende Araújo Ferreira","BE- Bloco de Esquerda",12,"Viseu","Suplente"
"Lúcia Maria de Abreu Vilhena","BE- Bloco de Esquerda",13,"Viseu","Suplente"
"Sérgio Lopes Figueiredo","IL- Iniciativa Liberal",1,"Viseu","Efectivo"
"Marisa Emanuela das Neves Figueiredo","IL- Iniciativa Liberal",2,"Viseu","Efectivo"
"Luís Miguel Inácio Guedes","IL- Iniciativa Liberal",3,"Viseu","Efectivo"
"Maria de Fátima dos Anjos Colaço","IL- Iniciativa Liberal",4,"Viseu","Efectivo"
"Filipe Amorim Barbosa","IL- Iniciativa Liberal",5,"Viseu","Efectivo"
"Andreia Alexandra Baptista da Cunha","IL- Iniciativa Liberal",6,"Viseu","Efectivo"
"Filipe Xavier Capaz","IL- Iniciativa Liberal",7,"Viseu","Efectivo"
"Alberto Rodrigues dos Santos","IL- Iniciativa Liberal",8,"Viseu","Efectivo"
"Liliana Sofia do Vale Ferreira","IL- Iniciativa Liberal",9,"Viseu","Suplente"
"Ezequiel João Gomes Lopes","IL- Iniciativa Liberal",10,"Viseu","Suplente"
"Pedro Tenreiro Gouveia Pinto","IL- Iniciativa Liberal",11,"Viseu","Suplente"
"Angelina Maria Carvalho Duarte Oliveira","IL- Iniciativa Liberal",12,"Viseu","Suplente"
"Gisela de Oliveira Rocha Lopes","IL- Iniciativa Liberal",13,"Viseu","Suplente"
"Norberto de Almeida Albuquerque","MPT- Partido da Terra",1,"Viseu","Efectivo"
"Rui Manuel Henriques Gomes","MPT- Partido da Terra",2,"Viseu","Efectivo"
"Márcia Sofia Gomes de Almeida Duarte","MPT- Partido da Terra",3,"Viseu","Efectivo"
"José Guilherme Paula D’Almeida","MPT- Partido da Terra",4,"Viseu","Efectivo"
"Vítor Marques Abrantes","MPT- Partido da Terra",5,"Viseu","Efectivo"
"Cristina Maria de Almeida Sequeira Ferreira","MPT- Partido da Terra",6,"Viseu","Efectivo"
"Carlos Cabral dos Santos","MPT- Partido da Terra",7,"Viseu","Efectivo"
"Fernando de Almeida Rodrigues","MPT- Partido da Terra",8,"Viseu","Efectivo"
"Sofia Madalena Almeida Figueiredo","MPT- Partido da Terra",9,"Viseu","Suplente"
"Artur Pais Sequeira","MPT- Partido da Terra",10,"Viseu","Suplente"
"Ana Rita Figueiredo Barreto","NC- Nós Cidadãos!",1,"Viseu","Efectivo"
"Maria Inês Mendonça Ribeiro Tavares","NC- Nós Cidadãos!",2,"Viseu","Efectivo"
"Carlos Gomes Pureza Machado","NC- Nós Cidadãos!",3,"Viseu","Efectivo"
"Mariana da Costa Abrantes de Sousa","NC- Nós Cidadãos!",4,"Viseu","Efectivo"
"Kevin Sequeira Gouveia","NC- Nós Cidadãos!",5,"Viseu","Efectivo"
"Gil Henriques Giestas","NC- Nós Cidadãos!",6,"Viseu","Efectivo"
"Ana Paula Costa Oliveira","NC- Nós Cidadãos!",7,"Viseu","Efectivo"
"Eduardo João de Almeida Ribeiro","NC- Nós Cidadãos!",8,"Viseu","Efectivo"
"Maria Severa Vieira Fontes Giestas","NC- Nós Cidadãos!",9,"Viseu","Suplente"
"Margarida Maria Ferreira Figueiredo","NC- Nós Cidadãos!",10,"Viseu","Suplente"
"Hugo Camilo Gouveia","NC- Nós Cidadãos!",11,"Viseu","Suplente"
"António Vieira Grosso","MAS- Movimento Alternativa Socialista",1,"Madeira","Efectivo"
"Alexandra Cavaco Martins","MAS- Movimento Alternativa Socialista",2,"Madeira","Efectivo"
"Joana Rute Freire Rodrigues","MAS- Movimento Alternativa Socialista",3,"Madeira","Efectivo"
"Rafael José Fortuna Monteiro","MAS- Movimento Alternativa Socialista",4,"Madeira","Efectivo"
"Maria Teresa da Silva Bento Cardoso","MAS- Movimento Alternativa Socialista",5,"Madeira","Efectivo"
"Jorge Luís Franco Rocha","MAS- Movimento Alternativa Socialista",6,"Madeira","Efectivo"
"Maria José Fernandes Fortuna","MAS- Movimento Alternativa Socialista",7,"Madeira","Suplente"
"José Pedro da Silva Cerveira","MAS- Movimento Alternativa Socialista",8,"Madeira","Suplente"
"Valter Freitas Rodrigues","MPT- Partido da Terra",1,"Madeira","Efectivo"
"Miguel Câncio de Jesus e Silva","MPT- Partido da Terra",2,"Madeira","Efectivo"
"Elsa Maria Oliveira Rodrigues Serrão","MPT- Partido da Terra",3,"Madeira","Efectivo"
"Sónia Maria Aguiar de Freitas Camacho","MPT- Partido da Terra",4,"Madeira","Efectivo"
"Ricardo Jorge da Silva Camacho","MPT- Partido da Terra",5,"Madeira","Efectivo"
"Filipe de Jesus Borges Tavares","MPT- Partido da Terra",6,"Madeira","Efectivo"
"Isabel de Jesus Rodrigues de Carvalho Schmidt","MPT- Partido da Terra",7,"Madeira","Suplente"
"Hélder António Simões Correia","MPT- Partido da Terra",8,"Madeira","Suplente"
"Maria da Conceição Brazão","MPT- Partido da Terra",9,"Madeira","Suplente"
"Élvio Duarte Martins Sousa","JPP- Juntos pelo Povo",1,"Madeira","Efectivo"
"Lina Graciela Jardim Pereira","JPP- Juntos pelo Povo",2,"Madeira","Efectivo"
"Miguel Ângelo Andrade Ganança","JPP- Juntos pelo Povo",3,"Madeira","Efectivo"
"Emília Patrícia Mendonça Spínola","JPP- Juntos pelo Povo",4,"Madeira","Efectivo"
"Carlos José Mendes da Silva","JPP- Juntos pelo Povo",5,"Madeira","Efectivo"
"Milton Marco Neto Teixeira","JPP- Juntos pelo Povo",6,"Madeira","Efectivo"
"Jéssica Joana Calaça Teles","JPP- Juntos pelo Povo",7,"Madeira","Suplente"
"Manuel Luís dos Reis Martins - Independente","JPP- Juntos pelo Povo",8,"Madeira","Suplente"
"Duarte Nuno Serrão Barreto","JPP- Juntos pelo Povo",9,"Madeira","Suplente"
"Mariusky Beatriz Ferreira Gonçalves de Spínola","JPP- Juntos pelo Povo",10,"Madeira","Suplente"
"Maria Isabel Gonçalves Pereira – Independente","JPP- Juntos pelo Povo",11,"Madeira","Suplente"
"Filipe Renato da Silva Rebelo","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",1,"Madeira","Efectivo"
"José Roberto Alves Araújo Jardim","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",2,"Madeira","Efectivo"
"Petra Joana Vieira Sousa","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",3,"Madeira","Efectivo"
"Sandro Clemente Macedo João","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",4,"Madeira","Efectivo"
"José Ilídio Lemos de Freitas","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",5,"Madeira","Efectivo"
"Carla Patrícia de Sousa Alvares","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",6,"Madeira","Efectivo"
"Rubina Vanessa Silva Rebelo","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",7,"Madeira","Suplente"
"Roberto Nélson dos Santos Nunes","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",8,"Madeira","Suplente"
"Mário Sérgio Quaresma Gonçalves Marques – PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",1,"Madeira","Efectivo"
"Sara Martins Marques Santos Madruga da Costa - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",2,"Madeira","Efectivo"
"Cláudia Patricia Homem de Gouveia Dantas - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",3,"Madeira","Efectivo"
"João Dinis Santos Ramos - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",4,"Madeira","Efectivo"
"Gonçalo Nuno Freitas Santos - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",5,"Madeira","Efectivo"
"Jéssica José Ferreira Faria - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",6,"Madeira","Efectivo"
"Francisco de Sousa Gonçalves - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",7,"Madeira","Suplente"
"Patrícia José Fernandes Gonçalves - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",8,"Madeira","Suplente"
"André João Teixeira Pão - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",9,"Madeira","Suplente"
"Ana Catarina dos Santos - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",10,"Madeira","Suplente"
"Ricardo Nuno Alves de Freitas - PPD/PSD","PPD/PSD.CDS-PP.PPM- AD/Aliança Democrática",11,"Madeira","Suplente"
"José Manuel da Mata Vieira Coelho","PTP- Partido Trabalhista Português",1,"Madeira","Efectivo"
"José Edgar Marques Silva - Independente","PTP- Partido Trabalhista Português",2,"Madeira","Efectivo"
"Elsa José da Silva Pereira Cravo da Mata","PTP- Partido Trabalhista Português",3,"Madeira","Efectivo"
"Pedro Leonel da Costa Gouveia","PTP- Partido Trabalhista Português",4,"Madeira","Efectivo"
"Raquel da Conceição Vieira Coelho","PTP- Partido Trabalhista Português",5,"Madeira","Efectivo"
"Carla Maria Gomes Alves","PTP- Partido Trabalhista Português",6,"Madeira","Efectivo"
"João Roberto Nascimento Melim","PTP- Partido Trabalhista Português",7,"Madeira","Suplente"
"Maria Dalila Rodrigues de Freitas Nunes","PTP- Partido Trabalhista Português",8,"Madeira","Suplente"
"Zita Maria de Abreu","PTP- Partido Trabalhista Português",9,"Madeira","Suplente"
"José Alberto Figueira de Faria","PTP- Partido Trabalhista Português",10,"Madeira","Suplente"
"Liana Pestana dos Reis - Independente","R.I.R- Reagir Incluir Reciclar",1,"Madeira","Efectivo"
"Roberto Paulo Ferreira Vieira - Independente","R.I.R- Reagir Incluir Reciclar",2,"Madeira","Efectivo"
"Joana Rubina Martins Mendes - Independente","R.I.R- Reagir Incluir Reciclar",3,"Madeira","Efectivo"
"José David de Ornelas Gonçalves - Independente","R.I.R- Reagir Incluir Reciclar",4,"Madeira","Efectivo"
"Maria Martinha Carvalho - Independente","R.I.R- Reagir Incluir Reciclar",5,"Madeira","Efectivo"
"Maria Ivone Carvalho - Independente","R.I.R- Reagir Incluir Reciclar",6,"Madeira","Efectivo"
"Marco Paulo Ferreira da Silva - Independente","R.I.R- Reagir Incluir Reciclar",7,"Madeira","Suplente"
"Maria Lúcia Fernandes Sousa Passos - Independente","R.I.R- Reagir Incluir Reciclar",8,"Madeira","Suplente"
"Aires Miguel Abreu Carvalho - Independente","R.I.R- Reagir Incluir Reciclar",9,"Madeira","Suplente"
"Maria Cristina Jesus Freitas - Independente","R.I.R- Reagir Incluir Reciclar",10,"Madeira","Suplente"
"Cátia Cristina Martins Azevedo da Silva - Independente","R.I.R- Reagir Incluir Reciclar",11,"Madeira","Suplente"
"Ana Braz da Silva Pereira Gonçalves","E- Ergue-te",1,"Madeira","Efectivo"
"António Álvaro Aguiar Araújo","E- Ergue-te",2,"Madeira","Efectivo"
"Carina de Fátima Mendonça Araújo","E- Ergue-te",3,"Madeira","Efectivo"
"José Fernando Mendes Serrão","E- Ergue-te",4,"Madeira","Efectivo"
"Fátima da Paz Nascimento de Castro","E- Ergue-te",5,"Madeira","Efectivo"
"Maria Fátima Gonçalves Mendonça Araújo","E- Ergue-te",6,"Madeira","Efectivo"
"José António de Sousa Mendonça","E- Ergue-te",7,"Madeira","Suplente"
"Helena Trindade Fernandes Dinis Ferreira","E- Ergue-te",8,"Madeira","Suplente"
"Maria Gorete Dos Santos Martins","E- Ergue-te",9,"Madeira","Suplente"
"António Ferreira Mendonça","E- Ergue-te",10,"Madeira","Suplente"
"Manuel Marques Perestrelo","E- Ergue-te",11,"Madeira","Suplente"
"Maria Luísa Lopes Alves dos Santos Marques","BE- Bloco de Esquerda",1,"Madeira","Efectivo"
"Miguel Ângelo Monteiro da Silva","BE- Bloco de Esquerda",2,"Madeira","Efectivo"
"Alzira Neli de Aguiar Mala Azevedo","BE- Bloco de Esquerda",3,"Madeira","Efectivo"
"Paulo Sérgio Freitas Sousa","BE- Bloco de Esquerda",4,"Madeira","Efectivo"
"Carina Sofia Fernandes Quintal","BE- Bloco de Esquerda",5,"Madeira","Efectivo"
"Rui Manuel Ferrão Pereira","BE- Bloco de Esquerda",6,"Madeira","Efectivo"
"Maria Margarida Lourenço Monteiro","BE- Bloco de Esquerda",7,"Madeira","Suplente"
"José Paulino Carvalho de Ascenção","BE- Bloco de Esquerda",8,"Madeira","Suplente"
"Lucinda de Jesus da Silva","BE- Bloco de Esquerda",9,"Madeira","Suplente"
"José António Sousa Figueira","BE- Bloco de Esquerda",10,"Madeira","Suplente"
"Maria Assunção Bacanhim da Silva","BE- Bloco de Esquerda",11,"Madeira","Suplente"
"Herlanda Maria Gouveia Amado - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",1,"Madeira","Efectivo"
"Teresa Adelaide Mesquita Ferreira - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",2,"Madeira","Efectivo"
"Marco António Marques Fernandes – Independente/PEV","PCP.PEV- CDU- Coligação Democrática Unitária",3,"Madeira","Efectivo"
"Duarte César Vieira Martins - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",4,"Madeira","Efectivo"
"Lídia Maria Aveiro Andrade Luís - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",5,"Madeira","Efectivo"
"António Alberto Pontes Gouveia - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",6,"Madeira","Efectivo"
"António Andrade Vieira de Freitas - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",7,"Madeira","Suplente"
"Tânia Marlene Fernandes dos Reis Gonçalves - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",8,"Madeira","Suplente"
"Miguel Ângelo Figueira Luís - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",9,"Madeira","Suplente"
"Lina Beatriz Castro Barradas - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",10,"Madeira","Suplente"
"Humberto Camacho de Sousa - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",11,"Madeira","Suplente"
"Duarte Paulo Brazão Gouveia","IL- Iniciativa Liberal",1,"Madeira","Efectivo"
"Alícia Maria de Nóbrega Teixeira","IL- Iniciativa Liberal",2,"Madeira","Efectivo"
"José Carlos Gonçalves","IL- Iniciativa Liberal",3,"Madeira","Efectivo"
"Carla Chatterley de Matos","IL- Iniciativa Liberal",4,"Madeira","Efectivo"
"Victor Emanuel Ornelas Gomes","IL- Iniciativa Liberal",5,"Madeira","Efectivo"
"José Augusto de Sousa Martins","IL- Iniciativa Liberal",6,"Madeira","Efectivo"
"Maria Helena da Costa Vieira Figueirôa Gomes","IL- Iniciativa Liberal",7,"Madeira","Suplente"
"Francisco Santa Clara Gonçalves Costa","IL- Iniciativa Liberal",8,"Madeira","Suplente"
"Sara Luísa da Costa Neves Jardim","IL- Iniciativa Liberal",9,"Madeira","Suplente"
"Carlos João Pereira","PS- Partido Socialista",1,"Madeira","Efectivo"
"José Miguel Mafra lglésias","PS- Partido Socialista",2,"Madeira","Efectivo"
"Marta Luísa de Freitas","PS- Partido Socialista",3,"Madeira","Efectivo"
"Mara José Sousa Franco","PS- Partido Socialista",4,"Madeira","Efectivo"
"José Luís Silva Chá-Chá","PS- Partido Socialista",5,"Madeira","Efectivo"
"Ana Sofia Freitas Dias","PS- Partido Socialista",6,"Madeira","Efectivo"
"Ricardo Jorge Teixeira de Freitas","PS- Partido Socialista",7,"Madeira","Suplente"
"Maria lsabel de Ponte Garcês","PS- Partido Socialista",8,"Madeira","Suplente"
"Maria Ângela Fernandes da Silva","PS- Partido Socialista",9,"Madeira","Suplente"
"Urbano de Sousa Ferreira","PS- Partido Socialista",10,"Madeira","Suplente"
"Dorisa Maria Fernandes Aguiar","PS- Partido Socialista",11,"Madeira","Suplente"
"José Tiago Silva Camacho - Independente","L- LIVRE",1,"Madeira","Efectivo"
"Lourdes Mendes Paiva - Independente","L- LIVRE",2,"Madeira","Efectivo"
"Paulo Ricardo Azevedo- Independente","L- LIVRE",3,"Madeira","Efectivo"
"Liliana Catarina Gomes Pereira - Independente","L- LIVRE",4,"Madeira","Efectivo"
"Francisco Tomás Franco Ferreira - Independente","L- LIVRE",5,"Madeira","Efectivo"
"Joana Raquel Bento Teixeira - Independente","L- LIVRE",6,"Madeira","Efectivo"
"Carlos Plácido de Abreu Andrade - Independente","L- LIVRE",7,"Madeira","Suplente"
"Glória Fátima França Agrela - Independente","L- LIVRE",8,"Madeira","Suplente"
"Duarte Norberto Marote de Sousa - Independente","L- LIVRE",9,"Madeira","Suplente"
"Ana Tatiana Pereira de Castro - Independente","L- LIVRE",10,"Madeira","Suplente"
"Maria Magna de Azevedo - Independente","L- LIVRE",11,"Madeira","Suplente"
"Paulo Alexandre Lopes De Brito","PPM- Partido Popular Monárquico",1,"Madeira","Efectivo"
"Carlos Francisco Freitas Rodrigues","PPM- Partido Popular Monárquico",2,"Madeira","Efectivo"
"Débora Filipa Vasconcelos Carvalho","PPM- Partido Popular Monárquico",3,"Madeira","Efectivo"
"José Jorge Vasconcelos Carvalho","PPM- Partido Popular Monárquico",4,"Madeira","Efectivo"
"Roberto Gil Vieira De Sousa","PPM- Partido Popular Monárquico",5,"Madeira","Efectivo"
"Cristina Filipa De Sousa Camacho Brito","PPM- Partido Popular Monárquico",6,"Madeira","Efectivo"
"Américo João Da Silva Dias","PPM- Partido Popular Monárquico",7,"Madeira","Suplente"
"Ester Da Luz Pereira Pestana","PPM- Partido Popular Monárquico",8,"Madeira","Suplente"
"Leonel Rodrigues Vieira","PPM- Partido Popular Monárquico",9,"Madeira","Suplente"
"Maria Anália Martins Fernandes","PPM- Partido Popular Monárquico",10,"Madeira","Suplente"
"Fernando Rodrigues Góis","PPM- Partido Popular Monárquico",11,"Madeira","Suplente"
"Joaquim José Batalha de Sousa","PAN- PESSOAS - ANIMAIS - NATUREZA",1,"Madeira","Efectivo"
"Nelson Alexandre Pereira da Rocha Almeida","PAN- PESSOAS - ANIMAIS - NATUREZA",2,"Madeira","Efectivo"
"Fabiana Sofia Nóbrega Fernandes","PAN- PESSOAS - ANIMAIS - NATUREZA",3,"Madeira","Efectivo"
"Hugo Miguel Andrade Pereira Olival","PAN- PESSOAS - ANIMAIS - NATUREZA",4,"Madeira","Efectivo"
"Válter Diogo Ornelas Ramos","PAN- PESSOAS - ANIMAIS - NATUREZA",5,"Madeira","Efectivo"
"Margarida Rosa Cardoso Silva Magalhães","PAN- PESSOAS - ANIMAIS - NATUREZA",6,"Madeira","Efectivo"
"Fernando Eduardo Cardoso Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA",7,"Madeira","Suplente"
"Marília Gisela Ornelas Ramos","PAN- PESSOAS - ANIMAIS - NATUREZA",8,"Madeira","Suplente"
"João Carlos José Azevedo","PAN- PESSOAS - ANIMAIS - NATUREZA",9,"Madeira","Suplente"
"Maria Odete Reis Cardoso Magalhães da Silva","PAN- PESSOAS - ANIMAIS - NATUREZA",10,"Madeira","Suplente"
"Martinho Filipe de Jesus Gouveia","CH- CHEGA",1,"Madeira","Efectivo"
"Luis Filipe de Sá Vieira","CH- CHEGA",2,"Madeira","Efectivo"
"Maria Otília Ramos Sousa","CH- CHEGA",3,"Madeira","Efectivo"
"Celestino Gomes Sebastião","CH- CHEGA",4,"Madeira","Efectivo"
"Maria Juliana Fernandes da Silva","CH- CHEGA",5,"Madeira","Efectivo"
"Júlia Iara Silva Alves Figueira","CH- CHEGA",6,"Madeira","Efectivo"
"Miguel Henrique Silva Pita","CH- CHEGA",7,"Madeira","Suplente"
"Zélia Maria Gouveia Lucas Namora","CH- CHEGA",8,"Madeira","Suplente"
"Marco Aurélio Gonçalves Ferro","CH- CHEGA",9,"Madeira","Suplente"
"Carla Filipa Gomes Pontes","CH- CHEGA",10,"Madeira","Suplente"
"Luís Filipe Antunes Pereira","CH- CHEGA",11,"Madeira","Suplente"
"Pedro Miguel Branco Martins","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",1,"Açores","Efectivo"
"0lga Gorete Fonseca da Silva Vieira","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",2,"Açores","Efectivo"
"Nuno Ricardo Mendes da Silva Vieira","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",3,"Açores","Efectivo"
"Andrea Nunes Sousa do Nascimento","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",4,"Açores","Efectivo"
"Armando Daniel Nunes Teles de Araújo","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",5,"Açores","Efectivo"
"Cláudia Isabel Pontes Rupio","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",6,"Açores","Suplente"
"Nelson Américo Gomes da Costa","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL",7,"Açores","Suplente"
"Pedro Ricardo Soares Pimenta","MPT- Partido da Terra",1,"Açores","Efectivo"
"Mónica Fernandes Guilherme","MPT- Partido da Terra",2,"Açores","Efectivo"
"Tiago Jordão Morgado Lopes","MPT- Partido da Terra",3,"Açores","Efectivo"
"Miquelina Maria Monteiro Claudino","MPT- Partido da Terra",4,"Açores","Efectivo"
"Carlos Manuel Nóbrega de Sousa","MPT- Partido da Terra",5,"Açores","Efectivo"
"Ilda de Sousa Soares Justino","MPT- Partido da Terra",6,"Açores","Suplente"
"Ana Margarida Gomes Lopes","MPT- Partido da Terra",7,"Açores","Suplente"
"Maria Judite Pimentel Barros da Costa - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",1,"Açores","Efectivo"
"André Emanuel da Costa Goulart - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",2,"Açores","Efectivo"
"Maria do Natal Pereira Gouveia - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",3,"Açores","Efectivo"
"Vera Mónica Pacheco Correia - PEV","PCP.PEV- CDU- Coligação Democrática Unitária",4,"Açores","Efectivo"
"Paulo Jorge da Silva Correia - Independente","PCP.PEV- CDU- Coligação Democrática Unitária",5,"Açores","Efectivo"
"Dulce Marisa Antunes Correia - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",6,"Açores","Suplente"
"Else Arruda Reis - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",7,"Açores","Suplente"
"Noélia Maria Vitorina Teixeira - Independente","PCP.PEV- CDU- Coligação Democrática Unitária",8,"Açores","Suplente"
"Horácio da Silva Cravinho - Independente","PCP.PEV- CDU- Coligação Democrática Unitária",9,"Açores","Suplente"
"Marta Sofia Antunes da Costa - Independente","PCP.PEV- CDU- Coligação Democrática Unitária",10,"Açores","Suplente"
"António do Rego Vital","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",1,"Açores","Efectivo"
"Pedro Albergaria Leite Pacheco","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",2,"Açores","Efectivo"
"Alda Maria Cordeiro Sam Bento","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",3,"Açores","Efectivo"
"José Manuel Ventura Pacheco","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",4,"Açores","Efectivo"
"Dália Maria Cabral Pereira Pimentel","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",5,"Açores","Efectivo"
"Paulo Jorge Cordeiro Coelho","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",6,"Açores","Suplente"
